issue_id,issue_number,volume,no_volume,display_volume_with_number,series_id,indicia_pub_not_printed,no_brand,publication_date,key_date,sort_code,price,page_count,page_count_uncertain,indicia_frequency,no_indicia_frequency,editing,no_editing,notes,created,modified,reserved,deleted,is_indexed,isbn,valid_isbn,no_isbn,variant_of_id,variant_name,barcode,no_barcode,title,no_title,on_sale_date,on_sale_date_uncertain,rating,no_rating
0,20185,38,1,0,0,1570,0,0,Jul-66,7/10/66,42917,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,19982,49,1,0,0,1482,0,0,Apr-66,1966-04-00,40163,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,20511,42,1,0,0,1570,0,0,Nov-66,1966-11-00,42921,0.12 USD,36,0,"Monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,20352,40,1,0,0,1570,0,0,Sep-66,1966-09-00,42919,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
22852,58,1,0,0,1576,0,0,Jul-69,1969-07-00,43884,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,23579,86,1,0,0,1570,0,0,Jul-70,1970-07-00,42967,0.15 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23464,127,1,0,0,1866,0,0,May-70,1970-05-00,50103,0.15 USD,36,0,"Monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,9/9/14 19:17,0,0,1,,,0,NULL,,,1,,0,,0,
22915,59,1,0,0,1576,0,0,Aug-69,1969-08-00,43885,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
22979,60,1,0,0,1576,0,0,Sep-69,1969-09-00,43886,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,22085,63,1,0,0,1570,0,0,Aug-68,1968-08-00,42943,0.12 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,22900,75,1,0,0,1570,0,0,Aug-69,1969-08-00,42956,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,22526,110,1,0,0,1860,0,0,Feb-69,1969-02-00,49634,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,10/2/15 18:59,0,0,1,,,1,NULL,,,1,,0,,0
23049,61,1,0,0,1576,0,0,Oct-69,1969-10-00,43887,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
23113,62,1,0,0,1576,0,0,Nov-69,1969-11-00,43889,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
1,0,22902,116,1,0,0,1860,0,0,Aug-69,1969-08-00,49640,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,1/12/14 14:11,0,0,1,,,1,NULL,,,1,,0,,0
23246,64,1,0,0,1576,0,0,Jan-70,1970-01-00,43892,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,0,NULL,,,1,,0,,0,,0
0,22788,87,1,0,0,1482,0,0,Jun-69,1969-06-00,40202,0.12 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
23301,65,1,0,0,1576,0,0,Feb-70,1970-02-00,43893,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,0,NULL,,,1,,0,,0,,0
0,23645,87,,0,0,1570,0,0,Aug-70,8/10/70,42968,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
23359,66,1,0,0,1576,0,0,Mar-70,1970-03-00,43894,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,0,NULL,,,1,,0,,0,,0
0,22531,83,1,0,0,1482,0,0,Feb-69,1969-02-00,40198,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,22723,86,1,0,0,1482,0,0,May-69,1969-05-00,40201,0.12 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,22905,89,1,0,0,1482,0,0,Aug-69,1969-08-00,40204,0.15 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,20429,41,1,0,0,1570,0,0,Oct-66,1966-10-00,42920,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,20679,44,1,0,0,1570,0,0,Jan-67,1967-01-00,42923,0.12 USD,36,0,"Monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,20908,47,1,0,0,1570,0,0,Apr-67,1967-04-00,42926,0.12 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,20980,48,1,0,0,1570,0,0,May-67,1967-05-00,42927,0.12 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,Indicia title is just Amazing Spider-Man without the The.,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21059,49,1,0,0,1570,0,0,Jun-67,1967-06-00,42928,0.12 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21127,50,1,0,0,1570,0,0,Jul-67,1967-07-00,42929,0.12 USD,36,0,"Monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21209,51,1,0,0,1570,0,0,Aug-67,1967-08-00,42930,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21863,60,1,0,0,1570,0,0,May-68,1968-05-00,42940,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,1968,0,
0,24489,100,1,0,0,1570,0,0,Sep-71,1971-09-00,42983,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,
0,21278,52,1,0,0,1570,0,0,Sep-67,9/10/67,42932,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21361,53,1,0,0,1570,0,0,Oct-67,1967-10-00,42933,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,1967,0,
1,0,21362,45,1,0,0,1571,0,0,Oct-67,1967-10-00,43358,0.12 USD,36,0,"monthly except September, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
0,16830,3,1,0,0,1482,0,0,Mar-62,1962-03-00,40110,0.12 USD,36,0,bi-monthly,0,Stan Lee,0,"An alternate Jack Kirby/Dick Ayers cover for this issue was published in Fantastic Four #224 (November 1980). Character: Added by Per Sandell (2005-12-05)
The on-sale date is the publication date reported to the U.S. Copyright Office found in the Catalog of Copyright Entries, Third Series, Volume 15, Part 2, Number 2, Periodicals, July-December 1961. Class B periodical. Copyright registration number B942377. Copyright given to Canam Publishers Sale Corp.",2/6/01 0:00,10/14/15 11:10,0,0,1,,,1,NULL,,,1,,0,12/12/61,0,Approved by the Comics Code Authority
0,18183,22,1,0,0,1482,0,0,Jan-64,1964-01-00,40133,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,23898,2,1,0,0,1939,0,0,Dec-70,1970-12-00,52382,0.15 USD,36,0,bi-monthly,0,Stan Lee,0,"Letters page has letters from Harlan Ellison, Glenn Lord, Maggie &amp; Dan Thompson, and others.",2/6/01 0:00,3/10/15 2:20,0,0,1,,,0,NULL,,,1,,0,1970-09,0,
0,26636,30,1,0,0,1939,0,0,Sep-73,1973-09-00,52416,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,9/27/13 6:49,0,0,1,,,0,NULL,,,1,,0,,0,
0,16933,4,1,0,0,1482,0,0,May-62,1962-05-00,40111,0.12 USD,36,0,bi-monthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/01 0:00,3/31/15 11:46,0,0,1,,,1,NULL,,,1,,0,2/8/62,0,
0,18339,25,1,0,0,1482,0,0,Apr-64,1964-04-00,40138,0.12 USD,36,0,monthly,0,Stan Lee,0,Letter column announcement gives February 4th as Daredevil On Sale date.,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,2/4/64,0,
0,21130,64,1,0,0,1482,0,0,Jul-67,1967-07-00,40179,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,33124,189,1,0,0,1570,0,0,Feb-79,1979-02-00,43098,0.35 USD,36,0,,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,29826,156,1,0,0,1570,0,0,May-76,1976-05-00,43042,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,25ﾌﾢ cover price,,1,,0,,0,Approved by the Comics Code Authority
0,24041,3,1,0,0,1939,0,0,Feb-71,1971-02-00,52383,0.15 USD,36,0,bi-monthly,0,Stan Lee,0,,2/6/01 0:00,10/29/13 12:48,0,0,1,,,0,NULL,,,1,,0,,0,
0,26868,126,1,0,0,1570,0,0,Nov-73,1973-11-00,43011,0.20 USD,36,0,,0,Roy Thomas,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,24565,101,1,0,0,1570,0,0,Oct-71,1971-10-00,42984,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,21589,56,1,0,0,1570,0,0,Jan-68,1968-01-00,42936,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21724,58,1,0,0,1570,0,0,Mar-68,1968-03-00,42938,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21792,59,1,0,0,1570,0,0,Apr-68,1968-04-00,42939,0.12 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21934,61,1,0,0,1570,0,0,Jun-68,1968-06-00,42941,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,24230,110,1,0,0,1482,0,0,May-71,1971-05-00,40225,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,"There exists a somewhat common printing error, where incorrect cover colors result in a green Thing with blue faces and pink uniforms on the other team members. See http://www.comics.org/changeset/1384202/compare/?collapse=1 for an image.",2/6/01 0:00,8/12/15 20:16,0,0,1,,,0,NULL,,,1,,0,,0,
0,22240,65,1,0,0,1570,0,0,Oct-68,1968-10-00,42945,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,22247,108,1,0,0,1866,0,0,Oct-68,1968-10-00,50082,0.12 USD,36,0,"monthly except October, semi-monthly",0,Stan Lee,0,"On Sale Date from the publication date reported to the Catalog of Copyright Entries, Third Series, Volume 22, Part 2, Periodicals, January-December 1968.  Copyright number B474889. Copyright given to Olympia Publications, Inc., Marvel Comics Group.",2/6/01 0:00,7/9/15 6:38,0,0,1,,,1,NULL,,,1,,0,7/11/68,0,Approved by the Comics Code Authority
0,22393,67,1,0,0,1570,0,0,Dec-68,12/10/68,42947,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,22461,68,,0,0,1570,0,0,Jan-69,1/10/69,42948,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,22588,70,,0,0,1570,0,0,Mar-69,3/10/69,42950,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,24639,145,1,0,0,1866,0,0,Nov-71,11/10/71,50125,0.25 USD,52,0,"monthly except August, semi-monthly",0,Stan Lee,0,Squarebound giant-size issue,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
1,0,23343,123,1,0,0,1860,0,0,Mar-70,1970-03-00,49647,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,4/18/12 10:46,0,0,1,,,0,NULL,,,1,,0,,0
1,0,23526,126,1,0,0,1860,0,0,Jun-70,1970-06-00,49650,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,8/3/12 10:06,0,0,1,,,0,NULL,,,1,,0,,0
1,0,23229,121,1,0,0,1860,0,0,Jan-70,1970-01-00,49645,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,1/9/14 15:43,0,0,1,,,0,NULL,,,1,,0,,0
0,25362,17,1,0,0,1939,0,0,Aug-72,1972-08-00,52400,0.20 USD,36,0,monthly,0,Stan Lee ?,0,,2/6/01 0:00,6/24/13 23:32,0,0,1,,,0,NULL,,,1,,0,,0,
0,22960,76,1,0,0,1570,0,0,Sep-69,1969-09-00,42957,0.15 USD,36,0,"Published monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,23093,78,,0,0,1570,0,0,Nov-69,11/10/69,42959,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,23399,83,1,0,0,1570,0,0,Apr-70,1970-04-00,42964,0.15 USD,36,0,"Monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,24160,95,1,0,0,1570,0,0,Apr-71,1971-04-00,42977,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,24292,97,1,0,0,1570,0,0,Jun-71,1971-06-00,42979,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,No Comics Code seal on this issue.,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23163,79,1,0,0,1570,0,0,Dec-69,1969-12-00,42960,0.15 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,23227,80,,0,0,1570,0,0,Jan-70,1/10/70,42961,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23286,81,1,0,0,1570,0,0,Feb-70,1970-02-00,42962,0.15 USD,36,0,"Monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23969,92,1,0,0,1570,0,0,Jan-71,1971-01-00,42973,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
1,0,20353,32,1,0,0,1571,0,0,Sep-66,1966-09-00,43345,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,6/18/15 4:30,0,0,1,,,1,NULL,,,1,,0,,0
0,23830,90,1,0,0,1570,0,0,Nov-70,1970-11-00,42971,0.15 USD,36,0,"Monthly except December, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23524,85,1,0,0,1570,0,0,Jun-70,1970-06-00,42966,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23901,134,1,0,0,1866,0,0,Dec-70,1970-12-00,50111,0.15 USD,36,0,"Monthly except January, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
0,23711,88,,0,0,1570,0,0,Sep-70,9/10/70,42969,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23770,89,1,0,0,1570,0,0,Oct-70,10/10/70,42970,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,24422,99,1,0,0,1570,0,0,Aug-71,8/10/71,42981,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,22969,119,1,0,0,1866,0,0,Sep-69,1969-09-00,50094,0.15 USD,36,0,"monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,4/23/14 18:49,0,0,1,,,1,NULL,,,1,,0,,0,
0,24429,142,1,0,0,1866,0,0,Aug-71,1971-08-00,50120,0.15 USD,36,0,"monthly except January, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
0,25029,150,1,0,0,1866,0,0,Apr-72,1972-04-00,50130,0.20 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
0,23893,91,,0,0,1570,0,0,Dec-70,12/10/70,42972,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,24037,93,1,0,0,1570,0,0,Feb-71,1971-02-00,42974,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,24093,94,1,0,0,1570,0,0,Mar-71,1971-03-00,42976,0.15 USD,36,0,"monthly except December, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,32322,181,1,0,0,1570,0,0,Jun-78,1978-06-00,43086,0.35 USD,36,0,Monthly,0,Marv Wolfman,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,715000000000,0,,0,,0,Approved by the Comics Code Authority
0,17264,8,1,0,0,1482,0,0,Nov-62,1962-11-00,40116,0.12 USD,36,0,monthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/01 0:00,3/31/15 11:47,0,0,1,,,1,NULL,,,1,,0,8/9/62,0,
0,20126,51,1,0,0,1482,0,0,Jun-66,1966-06-00,40165,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,17516,11,1,0,0,1482,0,0,Feb-63,1963-02-00,40119,0.12 USD,36,0,monthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/01 0:00,5/14/15 20:46,0,0,1,,,1,NULL,,,1,,0,11/1/62,0,
0,27555,40,1,0,0,1939,0,0,Jul-74,1974-07-00,52429,0.25 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,9/27/13 19:01,0,0,1,,,0,NULL,,,0,,0,,0,
0,17456,10,1,0,0,1482,0,0,Jan-63,1963-01-00,40118,0.12 USD,36,0,monthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/01 0:00,4/1/15 13:30,0,0,1,,,1,NULL,,,1,,0,10/9/62,0,
0,21062,63,1,0,0,1482,0,0,Jun-67,1967-06-00,40177,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,20188,52,1,0,0,1482,0,0,Jul-66,1966-07-00,40166,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,22087,104,1,0,0,1860,0,0,Aug-68,1968-08-00,49628,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,8/21/13 2:47,0,0,1,,,1,NULL,,,1,,0,,0
0,17946,19,1,0,0,1482,0,0,Oct-63,1963-10-00,40129,0.12 USD,36,0,monthly,0,Stan Lee,0,The on-sale date is the publication date reported in the U. S. Copyright Office filings.,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,7/9/63,0,
1,0,23036,118,1,0,0,1860,0,0,Oct-69,1969-10-00,49642,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,6/18/15 4:35,0,0,1,,,1,NULL,,,1,,0,,0
1,0,18616,8,1,0,0,1571,0,0,Sep-64,9/10/64,43320,0.12 USD,36,0,"monthly with the exception of December, February, April and June",0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
0,18288,24,1,0,0,1482,0,0,Mar-64,1964-03-00,40136,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18387,26,1,0,0,1482,0,0,May-64,1964-05-00,40139,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,24224,96,1,0,0,1570,0,0,May-71,1971-05-00,42978,0.15 USD,36,0,monthly,0,Stan Lee,0,No Comics Code seal on this issue.,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,23836,133,1,0,0,1866,0,0,Nov-70,1970-11-00,50110,0.15 USD,36,0,"Monthly except January, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
0,24355,98,1,0,0,1570,0,0,Jul-71,1971-07-00,42980,0.15 USD,36,0,monthly,0,Stan Lee,0,No Comics Code seal on this issue.,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
0,24568,10,1,0,0,1939,0,0,Oct-71,1971-10-00,52390,0.25 USD,52,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,3/20/15 19:12,0,0,1,,,0,NULL,,,1,,0,,0,
0,25271,16,,0,0,1939,0,0,Jul-72,1972-07-00,52398,0.20 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,3/20/15 19:14,0,0,1,,,0,NULL,,,1,,0,,0,
1,0,21794,100,1,0,0,1860,0,0,Apr-68,1968-04-00,49624,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,1/11/14 3:51,0,0,1,,,1,NULL,,,1,,0,,0
0,26320,164,1,0,0,1866,0,0,Jun-73,1973-06-00,50144,0.20 USD,36,0,monthly,0,Roy Thomas,0,,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
0,24631,102,1,0,0,1570,0,0,Nov-71,1971-11-00,42985,0.25 USD,52,0,"monthly except July, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,24793,104,1,0,0,1570,0,0,Jan-72,1972-01-00,42987,0.20 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,24873,105,1,0,0,1570,0,0,Feb-72,1972-02-00,42988,0.20 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,24942,106,1,0,0,1570,0,0,Mar-72,1972-03-00,42989,0.20 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25185,109,1,0,0,1570,0,0,Jun-72,1972-06-00,42993,0.20 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Regular Edition,,1,,0,,0,Approved by the Comics Code Authority
0,25268,110,1,0,0,1570,0,0,Jul-72,1972-07-00,42995,0.20 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/1/15 22:57,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25023,107,1,0,0,1570,0,0,Apr-72,1972-04-00,42990,0.20 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,25099,108,1,0,0,1570,0,0,May-72,1972-05-00,42991,0.20 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,Regular Edition,,1,,0,,0,Approved by the Comics Code Authority
0,24878,119,1,0,0,1482,0,0,Feb-72,1972-02-00,40235,0.20 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,0,NULL,,,1,,0,,0,
