issue_id,issue_number,volume,no_volume,display_volume_with_number,series_id,indicia_pub_not_printed,no_brand,publication_date,key_date,sort_code,price,page_count,page_count_uncertain,indicia_frequency,no_indicia_frequency,editing,no_editing,notes,created,modified,reserved,deleted,is_indexed,isbn,valid_isbn,no_isbn,variant_of_id,variant_name,barcode,no_barcode,title,no_title,on_sale_date,on_sale_date_uncertain,rating,no_rating
0,19307,67,1,0,0,1442,0,0,Jul-65,1965-07-00,38553,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,19383,68,1,0,0,1442,1,0,Aug-65,1965-08-00,38554,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,1965,0,
0,19461,69,1,0,0,1442,0,0,Sep-65,1965-09-00,38555,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,19541,70,1,0,0,1442,0,0,Oct-65,1965-10-00,38556,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,19612,71,1,0,0,1442,0,0,Nov-65,1965-11-00,38557,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20833,46,1,0,0,1570,0,0,Mar-67,1967-03-00,42925,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,19688,72,1,0,0,1442,0,0,Dec-65,1965-12-00,38558,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,19164,16,1,0,0,1571,0,0,May-65,1965-05-00,43328,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,11/10/14 20:03,0,0,1,,,1,NULL,,,1,,0,,0
0,19375,27,,0,0,1570,0,0,Aug-65,1965-08-00,42904,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,11/10/14 19:17,0,0,1,,,1,NULL,,,1,,0,,0,
0,19778,73,1,0,0,1442,0,0,Jan-66,1966-01-00,38559,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20046,36,,0,0,1570,0,0,May-66,5/10/66,42915,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,19680,31,,0,0,1570,0,0,Dec-65,1965-12-00,42909,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,2/11/15 0:08,0,0,1,,,1,NULL,,,1,,0,,0,
0,19988,76,1,0,0,1442,0,0,Apr-66,1966-04-00,38562,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20053,77,1,0,0,1442,0,0,May-66,1966-05-00,38563,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
20690,28,1,0,0,1576,0,0,Jan-67,1967-01-00,43854,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
20921,31,1,0,0,1576,0,0,Apr-67,4/10/67,43857,0.12 USD,36,0,Monthly,0,Stan Lee,0,,4/15/01 0:00,3/14/15 1:10,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,20193,79,1,0,0,1442,0,0,Jul-66,1966-07-00,38565,0.12 USD,36,0,monthly,0,Stan Lee,0,"Summaries, notes, and other additions provided by Henry Kujawa (August 2007).",2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,19163,24,,0,0,1570,0,0,May-65,1965-05-00,42901,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,11/10/14 19:17,0,0,1,,,1,NULL,,,1,,0,,0,
0,20270,80,1,0,0,1442,0,0,Aug-66,1966-08-00,38566,0.12 USD,36,0,monthly,0,Stan Lee,0,Additional reprint info supplied by Henry Kujawa via GCD Errors list (August 2007).,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,22716,72,,0,0,1570,0,0,May-69,5/10/69,42952,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,20360,81,1,0,0,1442,0,0,Sep-66,1966-09-00,38567,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,20512,34,1,0,0,1571,0,0,Nov-66,1966-11-00,43347,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
1,0,21444,46,1,0,0,1571,0,0,Nov-67,1967-11-00,43359,0.12 USD,36,0,"monthly except September, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
0,20439,82,1,0,0,1442,0,0,Oct-66,1966-10-00,38569,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20519,83,1,0,0,1442,0,0,Nov-66,1966-11-00,38571,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20604,84,1,0,0,1442,0,0,Dec-66,1966-12-00,38572,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20687,85,1,0,0,1442,0,0,Jan-67,1967-01-00,38573,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20760,86,1,0,0,1442,0,0,Feb-67,1967-02-00,38574,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,22906,118,1,0,0,1866,0,0,Aug-69,1969-08-00,50092,0.15 USD,36,0,"Monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,6/30/12 19:54,0,0,1,,,1,NULL,,,1,,0,,0,
0,20841,87,1,0,0,1442,0,0,Mar-67,1967-03-00,38575,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20918,88,1,0,0,1442,0,0,Apr-67,1967-04-00,38576,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,20988,89,1,0,0,1442,0,0,May-67,1967-05-00,38577,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,21069,90,1,0,0,1442,0,0,Jun-67,1967-06-00,38578,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,19233,25,1,0,0,1570,0,0,Jun-65,1965-06-00,42902,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,11/10/14 19:17,0,0,1,,,1,NULL,,,1,,0,,0,
0,21135,91,1,0,0,1442,0,0,Jul-67,1967-07-00,38579,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,22653,71,,0,0,1570,0,0,Apr-69,4/10/69,42951,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21221,92,1,0,0,1442,0,0,Aug-67,1967-08-00,38580,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
22181,48,1,0,0,1576,0,0,Sep-68,1968-09-00,43874,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
22260,49,1,0,0,1576,0,0,Oct-68,1968-10-00,43875,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,22322,66,1,0,0,1570,0,0,Nov-68,1968-11-00,42946,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,22330,109,1,0,0,1866,0,0,Nov-68,1968-11-00,50083,0.12 USD,36,0,"monthly except October, semi-monthly",0,Stan Lee,0,"On Sale Date from the publication date reported to the Catalog of Copyright Entries, Third Series, Volume 22, Part 2, Periodicals, January-December 1968.  Copyright number B474888. Copyright given to Olympia Publications, Inc., Marvel Comics Group.",2/6/01 0:00,7/9/15 6:23,0,0,1,,,1,NULL,,,1,,0,8/8/68,0,Approved by the Comics Code Authority
0,22016,105,1,0,0,1866,0,0,Jul-68,1968-07-00,50079,0.12 USD,36,0,"Monthly except October, semi-monthly",0,Stan Lee,0,"On Sale Date from the publication date reported to the Catalog of Copyright Entries, Third Series, Volume 22, Part 2, Periodicals, January-December 1968.  Copyright number B474892. Copyright given to Olympia Publications, Inc., Marvel Comics Group.",2/6/01 0:00,7/9/15 5:14,0,0,1,,,1,NULL,,,1,,0,4/9/68,0,Approved by the Comics Code Authority
0,21290,93,1,0,0,1442,0,0,Sep-67,1967-09-00,38581,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,20909,39,1,0,0,1571,0,0,Apr-67,1967-04-00,43352,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,6/18/15 4:30,0,0,1,,,1,NULL,,,1,,0,,0
0,21372,94,1,0,0,1442,0,0,Oct-67,1967-10-00,38582,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,21452,95,1,0,0,1442,0,0,Nov-67,1967-11-00,38583,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
21737,42,1,0,0,1576,0,0,Mar-68,1968-03-00,43868,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,21524,96,1,0,0,1442,0,0,Dec-67,1967-12-00,38584,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,21658,57,1,0,0,1570,0,0,Feb-68,1968-02-00,42937,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,19234,17,1,0,0,1571,0,0,Jun-65,1965-06-00,43329,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
20844,30,1,0,0,1576,0,0,Mar-67,1967-03-00,43856,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,21598,97,1,0,0,1442,0,0,Jan-68,1968-01-00,38585,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,17043,5,1,0,0,1482,0,0,Jul-62,1962-07-00,40112,0.12 USD,36,0,bi-monthly,0,Stan Lee,0,The on-sale date is the publication date reported in U. S. Copyright Office filings.,2/6/01 0:00,3/31/15 11:43,0,0,1,,,1,NULL,,,1,,0,4/10/62,0,
0,17723,15,1,0,0,1482,0,0,Jun-63,1963-06-00,40123,0.12 USD,36,0,,0,Stan Lee,0,The on-sale date is the publication date reported in the U. S. Copyright Office filings.,2/6/01 0:00,4/3/15 13:39,0,0,1,,,1,NULL,,,1,,0,3/12/63,0,
0,23531,128,1,0,0,1866,0,0,Jun-70,1970-06-00,50104,0.15 USD,36,0,"Monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,9/8/14 20:19,0,0,1,,,0,NULL,,,1,,0,,0,
0,21667,98,1,0,0,1442,0,0,Feb-68,1968-02-00,38586,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
0,18761,61,1,0,0,1443,0,0,Nov-64,1964-11-00,38627,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,9/20/14 7:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21734,99,1,0,0,1442,0,0,Mar-68,1968-03-00,38587,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,9/11/15 18:55,0,0,1,,,1,NULL,,,1,,0,,0,
20442,25,1,0,0,1576,0,0,Oct-66,10/10/66,43851,0.12 USD,36,0,,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,19236,39,1,0,0,1482,0,0,Jun-65,1965-06-00,40153,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
0,18829,62,1,0,0,1443,0,0,Dec-64,1964-12-00,38629,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,9/3/15 18:01,0,0,1,,,1,NULL,,,1,,0,,0,
0,23169,93,1,0,0,1482,0,0,Dec-69,1969-12-00,40208,0.15 USD,36,0,"monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
20522,26,1,0,0,1576,0,0,Nov-66,1966-11-00,43852,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,24164,4,1,0,0,1939,0,0,Apr-71,1971-04-00,52384,0.15 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/8/13 7:56,0,0,1,,,0,NULL,,,1,,0,,0,
20763,29,1,0,0,1576,0,0,Feb-67,2/10/67,43855,0.12 USD,36,0,,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
1,0,21060,41,1,0,0,1571,0,0,Jun-67,1967-06-00,43354,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
1,0,18821,11,1,0,0,1571,0,0,Dec-64,12/10/64,43323,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
20991,32,1,0,0,1576,0,0,May-67,1967-05-00,43858,0.12 USD,36,0,Monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
21072,33,1,0,0,1576,0,0,Jun-67,1967-06-00,43859,0.12 USD,36,0,Monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
1,0,21128,42,1,0,0,1571,0,0,Jul-67,1967-07-00,43355,0.12 USD,36,0,"monthly except September, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
21138,34,1,0,0,1576,0,0,Jul-67,1967-07-00,43860,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,22329,80,1,0,0,1482,0,0,Nov-68,1968-11-00,40195,0.12 USD,36,0,monthly except November semi-monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
21224,35,1,0,0,1576,0,0,Aug-67,1967-08-00,43861,0.12 USD,36,0,Monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,19605,30,1,0,0,1570,0,0,Nov-65,1965-11-00,42908,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,2/11/15 0:08,0,0,1,,,1,NULL,,,1,,0,,0,
0,18755,32,1,0,0,1482,0,0,Nov-64,1964-11-00,40146,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,8/12/15 20:16,0,0,1,,,1,NULL,,,1,,0,,0,
21375,37,1,0,0,1576,0,0,Oct-67,1967-10-00,43863,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
1,0,21865,101,1,0,0,1860,0,0,May-68,1968-05-00,49625,0.12 USD,36,0,Monthly,0,Stan Lee,0,Alterations were demanded by the Comics Code Authority.,2/6/01 0:00,8/21/13 2:46,0,0,1,,,1,NULL,,,1,,0,,0
0,22784,73,,0,0,1570,0,0,Jun-69,6/10/69,42953,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,22324,107,1,0,0,1860,0,0,Nov-68,1968-11-00,49631,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,8/21/13 2:48,0,0,1,,,1,NULL,,,1,,0,,0
0,29639,154,1,0,0,1570,0,0,Mar-76,1976-03-00,43039,0.25 USD,36,0,,0,Len Wein,0,,2/6/01 0:00,7/28/15 6:40,0,0,1,,,0,NULL,,,1,,0,,0,Approved by the Comics Code Authority
0,20595,43,1,0,0,1570,0,0,Dec-66,1966-12-00,42922,0.12 USD,36,0,"Monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
21455,38,1,0,0,1576,0,0,Nov-67,1967-11-00,43864,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,21869,103,1,0,0,1866,0,0,May-68,1968-05-00,50077,0.12 USD,36,0,Monthly,0,Stan Lee,0,"On Sale Date from the publication date reported to the Catalog of Copyright Entries, Third Series, Volume 22, Part 2, Periodicals, January-December 1968.  Copyright number B474894. Date given is what was in the application form, but per the Copyright Office also notes it received notice of the issue in 1967. Copyright given to Olympia Publications, Inc., Marvel Comics Group.",2/6/01 0:00,7/9/15 5:28,0,0,1,,,1,NULL,,,1,,0,2/8/68,0,Approved by the Comics Code Authority
21527,39,1,0,0,1576,0,0,Dec-67,1967-12-00,43865,0.12 USD,36,0,Monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
21805,43,1,0,0,1576,0,0,Apr-68,1968-04-00,43869,0.12 USD,36,0,Monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,22164,64,1,0,0,1570,0,0,Sep-68,1968-09-00,42944,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,20750,45,1,0,0,1570,0,0,Feb-67,1967-02-00,42924,0.12 USD,36,0,"Monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,21443,54,1,0,0,1570,0,0,Nov-67,11/10/67,42934,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,22786,114,1,0,0,1860,0,0,Jun-69,1969-06-00,49638,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,6/9/15 9:01,0,0,1,,,1,NULL,,,1,,0,,0
23179,63,1,0,0,1576,0,0,Dec-69,1969-12-00,43891,0.15 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,3/14/15 21:05,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,24296,6,1,0,0,1939,0,0,Jun-71,1971-06-00,52386,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,1/4/15 16:46,0,0,1,,,0,NULL,,,1,,0,,0,
1,0,22011,103,1,0,0,1860,0,0,Jul-68,1968-07-00,49627,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,8/3/12 10:27,0,0,1,,,1,NULL,,,1,,0,,0
0,23034,77,1,0,0,1570,0,0,Oct-69,10/10/69,42958,0.15 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
21878,44,1,0,0,1576,0,0,May-68,1968-05-00,43870,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,21514,55,1,0,0,1570,0,0,Dec-67,1967-12-00,42935,0.12 USD,36,0,"monthly, except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,19908,34,,0,0,1570,0,0,Mar-66,1966-03-00,42913,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
21949,45,1,0,0,1576,0,0,Jun-68,1968-06-00,43871,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
22733,56,1,0,0,1576,0,0,May-69,1969-05-00,43882,0.12 USD,36,0,Monthly,0,Stan Lee,0,,4/15/01 0:00,4/23/15 18:07,0,0,1,,,1,NULL,,,1,,0,,0,,0
22026,46,1,0,0,1576,0,0,Jul-68,1968-07-00,43872,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
22604,54,1,0,0,1576,0,0,Mar-69,1969-03-00,43880,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
1,0,23095,119,1,0,0,1860,0,0,Nov-69,1969-11-00,49643,0.15 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,8/15/12 5:32,0,0,1,,,1,NULL,,,1,,0,,0
0,24496,143,1,0,0,1866,0,0,Sep-71,9/10/71,50122,0.15 USD,36,0,"monthly except January, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,4/23/14 18:51,0,0,1,,,0,NULL,,,1,,0,,0,
0,23405,126,1,0,0,1866,0,0,Apr-70,1970-04-00,50101,0.15 USD,36,0,"Monthly except October, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,9/9/14 19:17,0,0,1,,,0,NULL,,,1,,0,,0,
22339,50,1,0,0,1576,0,0,Nov-68,1968-11-00,43876,0.12 USD,36,0,monthly,0,Stan Lee,0,First use of the iconic block-lettered X-Men logo as created by Jim Steranko.,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
22477,52,1,0,0,1576,0,0,Jan-69,1/10/69,43878,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
0,23459,84,1,0,0,1570,0,0,May-70,1970-05-00,42965,0.15 USD,36,0,"Monthly except November, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,0,NULL,,,1,,0,,0,
22671,55,1,0,0,1576,0,0,Apr-69,1969-04-00,43881,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
22543,53,1,0,0,1576,0,0,Feb-69,1969-02-00,43879,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
1,0,22838,115,1,0,0,1860,0,0,Jul-69,1969-07-00,49639,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,8/3/12 10:23,0,0,1,,,1,NULL,,,1,,0,,0
1,0,22590,111,1,0,0,1860,0,0,Mar-69,1969-03-00,49635,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,10/2/15 14:53,0,0,1,,,1,NULL,,,1,,0,,0
1,0,22718,113,1,0,0,1860,0,0,May-69,1969-05-00,49637,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,10/1/15 20:40,0,0,1,,,1,NULL,,,1,,0,,0
0,22524,69,,0,0,1570,0,0,Feb-69,2/10/69,42949,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
0,22836,74,1,0,0,1570,0,0,Jul-69,7/10/69,42954,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
1,0,22655,112,1,0,0,1860,0,0,Apr-69,1969-04-00,49636,0.12 USD,36,0,Monthly,0,Stan Lee,0,,2/6/01 0:00,11/19/13 16:48,0,0,1,,,1,NULL,,,1,,0,,0
0,22172,107,1,0,0,1866,0,0,Sep-68,1968-09-00,50081,0.12 USD,36,0,"monthly except October, semi-monthly",0,Stan Lee,0,"On Sale Date from the publication date reported to the Catalog of Copyright Entries, Third Series, Volume 22, Part 2, Periodicals, January-December 1968.  Copyright number B474890. Copyright given to Olympia Publications, Inc., Marvel Comics Group.",2/6/01 0:00,7/9/15 6:37,0,0,1,,,1,NULL,,,1,,0,6/11/68,0,Approved by the Comics Code Authority
1,0,21280,44,1,0,0,1571,0,0,Sep-67,1967-09-00,43357,0.12 USD,36,0,"monthly except September, semi-monthly",0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,0
22798,57,1,0,0,1576,0,0,Jun-69,1969-06-00,43883,0.12 USD,36,0,monthly,0,Stan Lee,0,,4/15/01 0:00,10/10/14 12:34,0,0,1,,,1,NULL,,,1,,0,,0,,0
1,0,19102,15,1,0,0,1571,0,0,Apr-65,1965-04-00,43327,0.12 USD,36,0,monthly,0,Stan Lee,0,,2/6/01 0:00,10/10/14 12:32,0,0,1,,,1,NULL,,,1,,0,,1
0,20261,39,1,0,0,1570,0,0,Aug-66,1966-08-00,42918,0.12 USD,36,0,,0,Stan Lee,0,,2/6/01 0:00,7/28/15 6:37,0,0,1,,,1,NULL,,,1,,0,,0,
