year,gender
1969,M
1969,M
1969,M
1969,M
1969,M
1969,F
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,F
1969,M
1969,F
1969,F
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,NULL 
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,F
1969,F
1969,F
1969,F
1969,M
1969,M
1969,M
1969,F
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,F
1969,M
1969,F
1969,M
1969,M
1969,M
1969,F
1969,M
1969,M
1969,M
1969,NULL 
1969,NULL 
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,NULL 
1969,NULL 
1969,F
1969,F
1969,F
1969,F
1969,F
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,F
1969,M
1969,M
1969,M
1969,M
1969,F
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,F
1969,M
1969,M
1969,M
1969,M
1969,M
1969,M
1969,F
1969,F
1969,M
1969,M
1969,M
1969,M
1969,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,F
1970,NULL 
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,NULL 
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,NULL 
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,NULL 
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,F
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,NULL 
1970,M
1970,M
1970,M
1970,M
1970,F
1970,F
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,M
1970,F
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,F
1970,M
1970,F
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1970,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,NULL 
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,NULL 
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,NULL 
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,NULL 
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,F
1971,F
1971,M
1971,M
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,M
1971,NULL 
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,F
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,M
1971,M
1971,M
1971,M
1971,M
1971,F
1971,F
1971,F
1971,M
1971,M
1971,M
1971,M
1971,NULL 
1971,NULL 
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1971,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,NULL 
1972,M
1972,M
1972,M
1972,M
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,F
1972,F
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,NULL 
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,F
1972,F
1972,F
1972,M
1972,M
1972,NULL 
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,NULL 
1972,M
1972,M
1972,M
1972,NULL 
1972,M
1972,M
1972,M
1972,NULL 
1972,F
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,NULL 
1972,M
1972,M
1972,M
1972,M
1972,M
1972,F
1972,M
1972,M
1972,F
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,F
1972,M
1972,M
1972,M
1972,M
1972,F
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1972,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,NULL 
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,NULL 
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,F
1973,M
1973,M
1973,F
1973,M
1973,M
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,M
1973,NULL 
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,NULL 
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,NULL 
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,NULL 
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1973,M
1973,M
1973,M
1973,F
1973,F
1973,M
1973,NULL 
1973,F
1973,M
1973,M
1973,M
1973,M
1973,M
1973,NULL 
1973,M
1973,NULL 
1973,M
1973,M
1973,M
1973,M
1973,M
1973,M
1973,F
1973,M
1973,F
1973,M
1973,F
1973,M
1973,M
1973,M
1973,F
1973,M
1973,M
1974,M
1974,M
1974,M
1974,NULL 
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,F
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,NULL 
1974,M
1974,F
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,NULL 
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,F
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,NULL 
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,M
1974,F
1975,M
1975,F
1975,M
1975,NULL 
1975,M
1975,NULL 
1975,M
1975,M
1975,M
1975,M
1975,M
1975,M
1975,M
1975,M
1975,F
1975,M
1975,M
1975,M
1975,M
1975,F
1975,F
1975,M
1975,F
1975,M
1975,M
1975,M
1975,M
1975,M
1975,F
1975,M
1975,M
1975,M
1975,M
1975,M
1975,M
1975,M
1975,F
1975,M
1975,M
1975,M
1975,NULL 
1975,M
1975,M
1975,M
1975,M
1976,NULL 
1976,F
1976,M
1976,M
1976,M
1976,M
1976,M
1976,M
1976,NULL 
1976,M
1976,M
1976,M
1976,M
1976,M
1976,M
1976,F
1976,F
1976,M
1976,M
1976,M
1976,M
1976,M
1976,M
1976,M
1976,M
1976,M
1976,F
1976,M
1976,M
1976,M
1976,M
1976,M
1976,F
1976,M
1976,M
1976,M
1976,M
1976,M
1976,M
1976,NULL 
1976,NULL 
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,NULL 
1977,NULL 
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,M
1977,NULL 
1977,M
1977,M
1977,M
1977,F
1977,M
1977,M
1977,M
1977,F
1977,F
1977,M
1977,F
1977,F
1977,M
1977,M
1977,F
1977,M
1977,M
1977,M
1977,M
1977,F
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,F
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,M
1978,F
1978,NULL 
1978,M
1978,NULL 
1978,F
1978,M
1978,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
1979,M
